track_id,mfcc_01_mean,mfcc_02_mean,mfcc_03_mean,mfcc_04_mean,mfcc_05_mean,mfcc_06_mean,mfcc_07_mean,mfcc_08_mean,mfcc_09_mean,mfcc_10_mean,rmse_01_mean,spectral_centroid_01_mean,spectral_bandwidth_01_mean,chroma_var
13490,-129.78006,178.33253,-37.46011,41.84619,-10.4635,8.53854,3.94705,2.08127,2.15365,1.47054,8.19431,946.69476,1175.38672,0.01808
13491,-244.37056,176.9144,17.95763,10.00713,12.64161,5.03757,0.98828,6.093,6.32162,-3.85395,5.13533,622.64526,1118.39673,0.01896
13492,-96.97086,97.17121,3.93174,31.05432,-1.30684,20.71239,-8.48017,14.06474,-4.68817,13.11979,5.05943,2471.74854,2456.49048,0.02601
13493,-155.83098,162.2527,-62.13112,38.28984,5.1112,18.51598,7.864,3.51897,5.91268,8.2227,5.36249,1040.87292,1108.04993,0.01606
13494,-84.58152,137.52589,-87.70885,46.54472,-15.6899,-1.98042,-8.94587,7.17964,-14.64849,6.16585,5.24102,1635.45093,1305.52637,0.0248
13495,-245.89516,176.40825,6.21379,36.06294,26.15793,21.09818,-1.50136,-2.23045,-3.36544,1.25201,4.90483,627.02191,1123.4165,0.01238
13496,-193.46661,204.8837,-7.02977,16.84145,15.01053,-1.58295,-5.97861,7.93368,-5.15901,5.68217,5.96131,622.97736,1006.72076,0.01855
13497,-270.17569,150.70683,41.38171,33.56573,20.87792,11.83354,9.3965,11.50707,7.58484,-1.89166,4.43388,688.92914,1403.07556,0.02154
13498,-214.27501,159.92587,7.3289,18.55133,-14.55783,2.85244,-4.95273,-4.36758,-12.39342,-13.48057,6.49381,838.4057,1163.36865,0.01635
13499,-188.4706,162.29552,-22.62457,28.56295,4.72704,-2.64686,-4.34775,1.71512,-3.52838,0.77487,5.43843,965.7309,1219.57642,0.01343
13500,-168.66864,190.93097,-52.82837,24.70926,21.51718,17.71509,1.96355,-1.17672,-0.47701,3.63803,5.05201,879.72168,1012.4693,0.02518
13501,-170.35838,147.71407,-117.05865,50.18647,7.34434,-8.75364,2.32884,-3.7502,-9.76084,3.95366,3.06217,1517.10718,1021.35614,0.02444
13502,-118.46437,170.79121,-62.92913,19.99278,-3.81447,-1.13403,-1.55121,-9.76843,-7.03525,-6.34692,5.53369,1053.67603,1054.46289,0.0132
13504,-278.65094,240.37646,43.98981,-10.96815,20.77026,13.30173,-4.07169,4.45352,7.22932,-1.1801,4.9828,302.73996,592.55084,0.03673
13505,-268.63898,214.44225,25.33651,12.56235,26.55464,3.27471,12.33136,17.16067,-2.40652,-0.47676,4.20095,378.44363,784.28296,0.03718
13506,-225.94992,193.14569,-2.69179,57.47124,40.04695,0.98643,3.883,15.48808,-3.07893,0.72829,5.60638,493.37466,926.91522,0.03266
13507,-240.62624,202.93401,0.59531,18.17386,28.8538,-5.88472,-5.52932,0.87721,-8.19377,-6.01179,3.45752,554.78967,948.047,0.02005
13508,-205.2498,161.03006,-40.31307,71.24026,43.52972,-17.06294,9.20387,-1.70166,-13.42212,-7.28962,5.67294,817.7395,1015.53113,0.04209
13509,-168.46138,141.97224,-33.3161,30.80568,19.17894,26.83333,-9.2291,25.12405,3.31161,5.8443,4.85271,1184.43811,1494.58972,0.02116
13510,-151.71735,227.52228,1.04177,-40.67971,-17.43024,13.75364,-12.46775,-6.47718,-13.87561,5.56522,6.27492,674.36737,1054.3064,0.02143
13511,-131.48616,103.51456,-98.1972,47.36338,11.30679,5.66223,1.82878,3.90399,-5.18279,8.81476,4.48268,1806.75183,1181.88196,0.02871
13512,-85.95634,195.04143,-77.20482,26.32284,-4.05846,-6.16902,1.08876,-1.11063,-0.04834,4.06825,8.10921,1050.24023,1020.24695,0.02314
13513,-68.23978,168.96893,-69.51847,13.4741,-15.6176,0.7899,-15.04085,0.99268,-16.5028,7.69488,8.97614,1107.3396,1176.68311,0.01763
13514,-133.6375,136.35915,-54.44242,72.73164,-21.12714,6.93996,-0.18187,0.35076,0.7679,12.76733,3.96231,1841.23474,1504.16223,0.02226
13515,-82.59374,145.00261,-61.7198,42.16332,-3.5183,29.73636,-3.64933,23.99047,-3.63299,9.1548,6.63651,1410.61475,1462.14319,0.03016
13516,-58.67895,121.64382,-21.68474,52.53426,-38.36362,20.16822,-6.9772,11.71544,-7.79903,0.23035,7.66996,1958.70264,1832.92981,0.01531
13517,-82.15256,200.93179,-78.47041,27.62994,4.27751,-15.33864,4.8461,-3.19568,-13.88849,10.9961,7.07769,1043.94214,960.36847,0.02637
13519,-45.97304,115.59456,-5.47467,42.15075,1.3679,25.46629,-9.35347,19.015,-3.43375,15.28033,8.24486,1844.17029,2201.19946,0.02627
13520,-123.94797,127.6277,-25.55856,32.51265,0.85353,21.68287,-0.84133,10.94654,-0.93148,9.69134,4.04287,1559.21484,1887.42566,0.02245
13521,-73.38243,163.61255,-30.20412,28.18055,1.39398,12.27129,-2.68706,2.71061,1.92002,-3.21361,12.14628,1018.09351,1449.74927,0.01399
13522,-314.43521,178.76695,71.5477,40.99552,31.07159,18.73908,10.45623,3.62612,-2.7912,-2.87253,6.48239,344.12042,847.53125,0.02285
13523,-42.60072,179.71312,-33.27851,16.05549,4.68896,6.96615,-0.32257,4.60659,-3.04255,2.51051,14.35561,958.97699,1281.12256,0.01972
13524,-244.02821,138.90102,13.40718,23.47651,-25.4832,0.75863,-26.14788,-6.56265,-12.14989,-8.70131,2.29255,1171.45715,1680.68604,0.01035
13525,104.18478,68.88383,-36.26978,18.74847,-0.23653,14.89169,-1.14446,5.53527,-2.7529,8.48482,16.0808,2696.50879,2447.29102,0.03105
13526,-210.27991,95.50842,-44.16218,41.59103,-2.37848,9.45361,2.39199,12.05218,4.15111,9.03521,1.43769,2037.50281,1726.94067,0.02555
13527,-159.58011,142.15544,-52.36124,35.65839,-14.31755,34.16053,-13.12811,6.59061,-6.07669,4.48907,2.62408,1510.49097,1557.68909,0.01838
13528,-62.90954,125.53376,-10.47323,27.42635,-2.05838,25.72598,2.97053,16.37594,-1.15198,12.75652,11.60653,1573.70581,1979.45813,0.04301
13529,-89.58011,136.45474,-107.10804,24.4783,-25.02936,0.93443,-11.56731,-4.95998,-14.00111,3.46816,6.5769,1524.28931,1196.01428,0.01613
13531,-147.37372,129.72632,-41.18149,8.48485,-1.29417,11.22261,-2.03691,7.65893,-4.53324,-2.38299,3.76258,1601.37122,1786.60229,0.01972
13532,-183.08109,118.2359,-19.77378,29.14614,10.72694,18.95457,4.8971,6.77026,8.41902,-0.79711,4.21754,1397.83557,1632.48804,0.02399
13533,-325.2905,168.12013,10.407,-23.11486,2.46025,5.14389,-5.05444,1.95233,-0.73472,-0.02733,1.4562,644.53241,882.09113,0.01283
13534,-713.01886,61.87069,-17.55247,10.96855,-11.76566,3.6612,-15.9987,2.82222,-12.76244,-3.28928,0.00646,2916.71387,2669.39795,0.01515
13535,-140.95589,207.00182,-8.93952,2.39963,-1.52737,-7.15112,-11.67772,-2.42959,-1.98216,-0.00821,10.41312,580.26532,796.40948,0.01773
13536,-271.71216,192.32591,15.29958,32.81188,-3.52529,4.60981,7.7909,1.98327,2.67917,1.56573,2.18407,625.52606,1107.60461,0.02169
13537,-284.12674,133.30968,-7.61481,24.90933,17.07058,28.1772,6.27146,1.74327,-7.58384,0.25801,1.29976,1144.39209,1598.62671,0.02352
13538,-281.46805,146.6949,6.96686,23.87875,20.17049,27.3501,5.37061,5.27523,-7.37075,1.25089,1.81651,943.0351,1519.39221,0.01609
13539,-282.51205,144.31451,10.45342,25.61797,19.22306,26.64402,6.73091,0.37848,-5.96154,-0.45624,2.0039,868.14728,1433.53296,0.01876
13540,-250.69221,139.43364,-6.28408,27.43322,13.16097,27.55593,-0.01348,2.01852,-11.94127,0.5859,1.62157,1192.75903,1669.474,0.02335
13541,-189.55153,146.75668,-24.28891,18.29817,14.91103,13.45369,-14.36827,-1.63788,-1.36752,-0.77911,2.27806,1196.70776,1470.38782,0.02012
13542,-233.53973,130.16083,-13.75259,20.50717,15.57304,15.24744,-15.3313,-3.20497,-1.499,2.41366,1.89191,1405.22644,1729.24597,0.0142
13543,-222.06477,144.16661,-28.4982,20.92294,19.44168,15.191,-19.96676,3.29642,0.67671,4.92765,1.66732,1450.09277,1701.23853,0.01965
13544,-163.22607,140.22823,-35.42471,16.50375,19.24281,15.24552,-22.0371,-0.13379,-0.13055,2.43618,2.39001,1482.16309,1704.10193,0.02037
13545,-158.1292,136.26024,-26.47897,10.80777,21.34839,12.3912,-20.23218,2.94489,-2.26102,2.86335,2.51241,1598.57678,1923.73145,0.02072
13546,-190.51108,138.78767,-18.1053,16.04712,17.09246,13.87513,-19.76132,0.01329,-3.00835,2.59174,2.25228,1459.16406,1829.4469,0.01775
13548,-208.03008,150.66763,-21.88675,16.37483,23.84892,12.57762,-15.10607,-1.40582,-3.62967,-3.7854,2.14584,1206.59009,1521.24585,0.01925
13549,-182.71799,134.68054,-16.56889,17.80563,13.87261,16.64169,-15.6961,-2.27258,-7.59695,-1.00448,2.18279,1494.56421,1839.46289,0.01911
13551,-144.00148,134.34393,-31.15793,12.5619,14.35067,13.7362,-20.75973,1.61582,-5.45484,1.91394,2.60717,1574.39368,1850.9458,0.02204
13552,-250.18466,88.24112,51.80355,44.36022,-7.67288,37.5566,-8.21106,13.29368,-3.25705,7.90568,2.47832,2450.11938,2497.95752,0.02599
13553,-294.99973,155.89131,-3.99365,15.41911,11.95021,14.00843,5.95492,2.83848,-6.26381,-2.31288,1.90666,849.73047,1209.58679,0.01469
13554,-347.01877,174.53554,21.28751,15.58424,37.87331,21.97181,6.33356,5.30336,4.9621,1.27836,2.09262,460.0863,675.81757,0.02254
13555,-203.62114,120.75662,-14.38015,43.4651,-1.53237,23.88327,-8.05297,10.49963,3.57632,7.09571,2.59697,1644.9646,1833.44641,0.01842
13556,-160.23087,121.34174,-15.9341,44.31104,5.01399,24.72626,-10.62941,15.5012,-1.11044,7.83853,3.12792,1652.75745,1933.93384,0.02192
13557,-267.64703,110.91647,-36.68956,74.04382,14.11398,7.4502,12.64095,0.37281,11.72863,10.46618,1.87485,1489.80151,1350.36865,0.02349
13558,-275.78372,147.31125,12.38519,27.5838,-2.34757,12.12272,-4.02537,4.88961,-2.82296,-10.64606,1.79979,1075.91846,1506.20288,0.01656
13559,-181.67906,137.73932,-8.84392,24.90227,3.41947,22.32728,-4.52737,13.77862,-0.94002,5.63577,3.17439,1308.86096,1858.84851,0.01719
13560,-233.09393,138.39522,-21.53103,30.47739,2.45489,13.75183,-1.91235,9.21442,-6.59683,2.224,1.91273,1299.67896,1475.99158,0.01288
13561,-200.28163,126.3569,-15.8937,54.81265,-4.32213,27.51807,-2.74222,7.74874,-6.40102,6.80922,2.85629,1453.60168,1699.87036,0.02278
13562,-175.10963,115.34107,-10.65011,24.55678,11.60046,28.45093,-0.51696,11.44998,1.91138,10.64013,2.6107,1742.51782,2161.99561,0.01879
13563,-184.91402,157.4207,-39.07708,39.86639,-2.00447,19.0141,-1.39633,14.80372,-4.61815,-0.58704,2.35884,1310.02087,1490.9231,0.02039
13564,-278.68237,130.17879,-6.10307,50.54354,1.70141,12.98179,13.5186,12.06349,3.38515,11.01197,1.8151,1178.30737,1546.38,0.02047
13565,-265.79987,165.81491,-37.66307,24.4553,29.87222,11.93937,4.34055,16.19119,5.49916,3.67053,1.9292,869.90106,1125.19397,0.03223
13566,-232.13905,120.43356,5.8562,19.9341,2.2198,29.27126,-1.88387,15.80455,1.37568,10.80467,2.31855,1589.96057,2018.43604,0.02463
13567,-301.14017,192.17606,-2.9066,21.93584,-0.12394,12.77491,-12.22486,9.55643,-3.63786,-10.55413,2.10052,716.81348,1142.755,0.02876
13568,-255.27274,120.60395,7.30837,40.56682,8.71695,26.14985,4.05456,16.35735,0.45319,9.74213,2.85671,1326.32214,1783.25305,0.03267
13569,-272.57483,183.8912,-11.8709,24.45948,1.89727,5.25809,1.58118,8.66291,-0.81349,-1.08659,1.90478,832.11884,1195.01025,0.0277
13570,-199.19008,142.64496,-20.64941,37.88006,-4.27503,20.73842,-10.89939,11.12236,2.04922,6.03208,2.62397,1351.60669,1631.88708,0.01257
13571,-183.78334,120.50616,-31.20519,38.21057,-7.2529,23.56347,-6.37207,6.63704,-6.99503,11.54125,2.28268,1755.8186,1736.5863,0.02416
13572,-214.72243,150.45049,-6.84431,18.73433,-2.99477,-2.60571,5.84783,-6.15364,-0.91833,0.39335,3.78482,1365.3053,1578.04163,0.0202
13573,-244.82756,115.22775,-20.41294,16.56749,0.93985,3.47442,8.58832,-1.04601,2.2654,0.91338,1.83286,1610.68799,1732.66089,0.01801
13574,-224.93996,102.72703,-13.83602,35.31202,-2.93695,4.63698,8.63875,-1.30065,3.17543,1.24327,3.28388,1978.40747,2042.14416,0.01889
13575,-226.44028,169.16995,-27.75983,38.72826,11.51534,11.51714,-4.96626,1.01101,1.65151,-0.93923,2.77506,835.73145,1175.78589,0.03133
13576,-295.45438,181.28777,7.02236,24.17873,13.94261,-5.4062,2.15023,1.82519,-8.2203,-4.0766,3.36106,585.68256,893.29724,0.0201
13577,-306.71594,124.53548,-9.46973,52.81332,2.75774,20.28312,0.99946,-8.1843,-1.03825,-1.23997,1.37247,1148.3429,1350.57654,0.01971
13578,-240.34824,125.56303,-36.03363,37.22941,-7.53254,24.05378,3.81238,-1.55572,-8.83887,-8.45971,1.57754,1422.88086,1447.57727,0.027
13579,-153.34969,169.93948,-27.16545,27.59787,-20.95234,14.24308,-1.80425,5.9149,13.06555,11.88831,5.17971,996.63348,1263.02637,0.03338
13580,-408.20309,141.60689,22.94896,19.28949,-3.84753,3.73761,-9.01415,-7.58202,-7.90657,-3.68801,0.68242,1113.44019,1733.07605,0.00952
13581,-447.57816,132.80826,30.83132,14.77914,-2.63452,-6.04193,-7.94467,-7.76888,-3.7097,-4.92278,0.55462,1270.57837,1909.89636,0.0108
13582,-487.31583,124.20248,40.14577,31.02154,4.44037,1.65727,-3.23082,-4.01724,-1.87465,-3.77248,0.4107,1609.56458,2177.9375,0.01151
13583,-439.556,142.86353,20.70936,22.94727,-5.28365,-2.72726,-7.80638,-11.02415,-4.48234,-4.78681,0.52959,1364.82434,1884.38354,0.01023
13584,-421.47833,131.90712,-13.90205,30.03207,-2.26711,-19.79219,-11.64261,-0.5335,-7.37248,-16.58705,0.29334,1597.63196,1787.10791,0.01993
13585,-472.26392,93.03135,36.64841,15.31232,-0.36531,-5.79375,-7.61876,-9.03506,-7.08168,-6.71673,0.43756,1664.55664,2376.2229,0.00749
13586,-518.15936,92.20705,26.4074,16.58757,0.53249,-2.08705,-7.03776,-9.404,-5.96199,-5.11026,0.23672,2260.63037,2645.26636,0.01287
13587,-501.39142,141.51076,70.23879,33.96881,10.88737,1.90453,-1.18063,-3.41616,-3.1545,-3.86599,0.47637,1007.15833,2000.6156,0.01633
13588,-140.09552,114.07253,-26.83517,49.02023,-4.327,37.91422,-27.33249,24.24107,1.25798,9.42945,2.8766,1985.74109,2018.68091,0.01724
13589,-250.99802,90.41634,-5.89908,77.85928,-3.21437,34.90251,-1.84993,19.88518,3.69035,5.18516,3.07801,1743.69519,1842.28687,0.05067
13590,-249.98941,111.71103,-3.24633,47.10705,-7.83295,35.62817,9.9993,23.09282,0.34437,1.71007,1.89713,1712.46143,1930.96008,0.03434
13591,-240.45061,164.5309,-35.27038,48.63934,-8.76978,17.06892,2.1797,5.74256,-7.95977,-1.90313,1.97282,1121.54138,1272.05408,0.01799
13592,-241.44243,167.0341,-28.47339,35.62202,13.68856,12.68886,5.47344,0.54802,-3.19965,2.71188,2.03243,988.92609,1183.9054,0.01726
13593,-252.00708,102.46286,-11.5247,49.82559,0.07215,29.67147,-6.5401,10.98264,0.96771,4.59431,2.16811,1703.91223,1779.77209,0.02152
13594,-263.02258,165.73958,-5.93153,32.9306,22.90771,17.79673,2.27399,10.52404,0.14384,-0.75263,2.51506,803.08008,1268.41187,0.02339
13595,-175.95491,142.89397,-34.74726,38.76112,5.26648,20.52746,-6.80787,14.27811,2.31354,11.19321,2.46625,1325.96558,1646.17468,0.0201
13596,-166.04427,123.67107,-31.46021,58.44834,-4.5597,34.2956,-14.87215,15.91735,-7.67019,14.82467,2.55863,1699.17151,1825.66785,0.02087
13597,-209.43236,122.09608,-10.09707,45.8303,-16.45184,23.54479,-7.37517,3.88886,-0.99284,2.0248,2.24945,1716.5625,1870.54883,0.01971
13598,-351.03632,143.02716,0.60063,35.12487,14.50268,14.43267,1.30932,10.64041,6.26841,6.23103,1.79317,810.88434,1286.81738,0.01862
13599,-448.71021,153.16042,91.07469,42.82438,22.03635,17.15182,14.25573,7.43567,0.83022,-0.17724,1.8103,162.97182,436.68396,0.02646
13600,-391.92456,173.46953,83.49483,28.31088,15.68991,18.48182,17.12118,7.55603,-1.0364,-0.17148,2.82812,174.72472,384.13104,0.02624
13601,-506.15823,117.54464,73.81494,42.31306,28.12248,21.39166,14.64992,6.91815,1.6808,1.11638,0.98811,212.09402,586.07458,0.01808
13602,-431.20532,144.17012,79.87923,38.11427,25.04831,23.4203,19.20728,10.27944,3.41421,3.31143,2.40312,158.37094,394.58142,0.03074
13603,-344.78525,147.39751,71.09017,30.52442,23.93676,23.62803,17.55241,6.53707,-2.01041,-1.18735,4.17886,201.9239,403.42654,0.02268
13604,-358.2449,148.7274,67.80635,25.60916,20.097,21.6481,18.30692,10.18326,3.44617,3.72549,4.62386,197.80328,398.80011,0.01428
13605,-423.71921,166.85472,88.00263,34.44642,18.3743,18.8517,17.06801,7.82346,-0.82192,-0.73082,2.21955,163.59404,383.78424,0.02225
13606,-385.00952,170.40807,76.38428,23.50724,14.5341,17.76339,15.34488,5.45621,-2.89315,-1.2268,2.6136,203.57736,408.46289,0.01601
13607,-396.45291,173.71687,81.75272,28.95801,18.5606,19.77096,16.16025,5.55396,-3.50678,-2.14014,2.58612,196.65576,431.24493,0.02688
13646,-311.66104,138.55576,12.38556,33.7587,-1.83143,25.83681,3.01385,10.89225,-0.85033,2.47022,1.31787,1121.30054,1606.09814,0.0155
13647,-266.20898,140.90544,-22.4456,32.922,0.96579,16.525,-0.02137,1.87427,2.0203,5.10612,1.61036,1289.68958,1572.10339,0.01621
13648,-247.18268,104.19496,-2.06002,21.14153,20.27631,13.69128,5.19662,15.3337,0.73114,10.18761,2.36736,2036.53723,2113.01147,0.0227
13649,-203.89807,110.49046,3.48416,26.75401,1.85874,22.77598,-3.51649,16.41748,-5.96808,10.75184,1.86957,1966.45679,2320.08594,0.025
13661,-185.18341,136.22066,-15.50495,36.67056,-1.78378,29.71158,-14.08203,10.68862,6.94087,10.50262,2.41104,1437.53345,1812.08789,0.01693
13662,-266.29651,161.63766,-18.63878,34.46226,8.67056,6.33923,10.47151,3.31005,1.62917,3.32686,1.7587,966.3385,1214.16357,0.01796
13663,-196.0406,158.64575,-43.16785,26.35603,8.8149,9.54346,7.90053,10.9678,4.0781,8.55538,3.3402,1102.74377,1390.53003,0.0263
13664,-207.17021,179.90402,-28.34512,56.18801,5.29458,8.00295,7.3301,2.22408,3.64528,-1.14808,3.07784,851.92017,1150.1001,0.01478
13665,-270.91281,150.72653,6.89375,40.47262,8.684,19.00814,-0.97616,9.53961,0.52776,0.92014,2.24668,987.63141,1488.18616,0.01708
13666,-186.01997,147.15999,-47.72464,30.09287,8.44777,14.40179,-8.66627,9.16866,-1.36941,3.70204,2.35169,1322.88013,1482.63757,0.02544
13667,-245.89705,173.49042,-11.5947,21.97685,19.2848,2.34358,-4.45587,4.87106,0.08343,5.31779,2.7328,984.45428,1325.98645,0.0282
13668,-319.64084,127.04116,-16.96447,39.04274,22.24575,11.40809,10.72092,10.82738,11.80619,4.08564,1.80899,989.5614,1243.35876,0.02841
13670,-203.29124,125.37994,-15.21417,32.22393,-12.73368,17.52931,-14.43536,9.09466,-4.25939,0.26349,2.31346,1627.34814,1817.86597,0.0176
13671,-237.15717,157.27689,-53.98647,26.72662,-6.81807,11.72658,-8.39631,0.14342,-0.62674,-1.82444,1.21433,1319.91321,1419.71301,0.01588
13672,-311.65607,191.66919,5.3745,27.59493,19.45297,-2.84328,-2.96296,-1.89844,0.52007,4.6149,1.91963,608.34296,962.97675,0.01283
13673,-318.54559,119.93227,-26.78149,35.32069,9.65599,23.62821,7.31265,-2.0594,1.06826,2.04672,1.50544,1105.47168,1382.70862,0.02263
13674,-223.91386,98.44867,-15.38896,49.32687,1.32166,40.04124,-1.84077,22.94429,-3.06046,16.00357,1.80949,2004.11975,2108.76318,0.03332
13675,-293.91559,159.32501,-3.69804,22.77946,-3.54165,12.56817,5.37122,4.30885,-1.14607,2.70474,1.46391,995.06091,1464.78491,0.02046
13676,-263.57932,117.96684,-39.07727,54.87766,9.36359,-11.34124,12.24537,14.97582,-4.46711,-0.79492,2.82963,1218.85608,1174.20825,0.01785
13677,-241.38664,145.19601,-14.34852,32.10941,15.69515,2.93275,-17.64693,0.53513,-10.85451,-1.45679,2.12499,1427.03552,1550.40906,0.01821
13678,-193.64153,139.2867,4.26131,46.54054,-5.21135,20.9051,-1.83977,16.04668,0.21482,2.2029,3.64134,1261.22729,1656.47009,0.02989
13679,-188.25322,125.2317,-39.80546,93.58244,15.6453,28.59446,23.98989,1.60079,-0.42937,1.81773,5.17384,1236.37903,1344.01318,0.04835
13680,-326.38937,77.81206,-18.19631,34.79191,-11.89865,6.82933,-15.68916,13.53488,1.28699,-9.62554,1.03514,2171.604,1987.54468,0.01579
13681,-247.9073,102.72549,-46.94144,43.63793,-19.49847,5.54499,-15.91143,7.4693,-6.23384,-5.06142,1.42323,1883.5708,1719.88989,0.02142
13682,-218.97911,81.79501,-5.62067,62.33014,11.89101,24.17863,14.42956,20.36929,4.68263,12.27056,2.85324,1989.79382,1871.39185,0.03689
13686,-295.34146,91.62978,-31.80668,29.36155,0.92904,4.11572,-2.83565,-2.59542,5.50488,-2.1434,2.10738,1900.66089,1881.02954,0.02302
13687,-158.67105,132.96933,-5.05988,29.63945,14.16333,18.05689,2.48293,7.53849,3.64148,4.02133,4.51698,1329.60217,1898.599,0.02108
13688,-162.25096,189.3152,-6.23261,24.87683,-10.03238,10.54996,-2.27694,0.41092,8.63041,-0.4536,6.45602,852.27594,1074.75854,0.02043
13689,-249.75949,196.63759,-21.92085,15.21536,-6.14479,-10.79513,1.36406,-16.27906,-3.42982,20.66355,3.53768,676.13446,943.95581,0.02639
13690,-236.70084,161.57257,-25.6113,-2.26254,12.84355,-1.31327,-6.36525,-1.77328,0.2927,3.1044,4.05873,958.30261,1080.177,0.01639
13691,-181.82861,177.82481,4.54617,36.84888,0.68951,38.71069,4.51129,2.77535,5.42577,-4.65542,7.44654,780.85242,1215.00525,0.02703
13692,-119.91614,151.2895,-39.53152,-5.63335,-24.43635,10.41882,-7.07072,7.90999,7.20655,13.37866,6.25775,1327.5885,1405.95142,0.01918
13693,-217.79991,144.12657,-54.98417,2.72528,2.50778,6.56674,1.72982,12.97586,6.05342,-19.28342,5.80179,1142.41541,1044.97314,0.01394
13694,-139.11876,128.00441,-13.91358,65.54408,-22.32697,24.50081,-8.2691,17.22477,0.73816,9.14928,5.02722,1637.80933,1739.2207,0.01464
13695,-143.5488,164.65506,0.93475,26.58057,15.07228,8.7249,-3.80617,5.37187,7.20658,3.79958,6.10742,935.47052,1596.01379,0.01327
13696,-183.65996,162.26566,-5.77042,19.78798,-4.754,9.77875,7.46999,12.16877,7.36455,9.95975,5.79378,992.84906,1367.05054,0.01786
13697,-180.81192,140.14131,-40.76223,45.17189,-2.56671,3.39204,-3.24539,6.88884,-7.05602,-6.57916,4.28234,1346.21094,1407.13965,0.01761
13698,-89.51709,148.85959,-22.1243,21.26436,2.93571,9.22322,-5.07955,-2.5561,-2.80496,-4.47164,7.85602,1289.17407,1773.15002,0.02183
13700,-225.96426,117.65112,1.78725,1.76371,-4.88077,20.60001,15.97488,11.34579,-8.34892,-6.71421,5.06875,1477.51367,1710.53772,0.01315
13701,-253.222,182.8407,25.91073,10.3952,24.53247,-0.20592,1.57142,-3.25279,-4.05894,3.90992,4.56003,955.20538,1627.83838,0.01431
13702,-272.02292,104.19731,-10.66453,29.13956,-7.74846,1.41957,9.9167,3.04819,4.47454,-6.93746,2.06781,1613.37537,1726.84521,0.01402
13703,-198.09641,216.32692,-0.12226,22.117,21.10858,13.77019,4.07139,0.8637,5.53492,-3.36303,7.44089,492.3223,899.82452,0.0272
13704,-203.2317,183.9077,-40.72907,1.81375,-7.03007,-7.86744,-10.00129,-3.06476,3.63448,-2.00254,3.42614,974.21765,1165.8396,0.02033
13705,-346.64087,179.81686,87.12753,22.90202,9.48439,16.09112,15.89964,8.96796,3.56598,1.62824,3.98292,336.66104,851.8233,0.04897
13706,-148.83774,109.62445,-13.81744,39.30489,-12.11095,18.44691,-14.61843,14.61062,-8.00477,19.66247,3.31017,1879.5863,2131.68262,0.02516
13707,-133.34865,111.51878,-1.20728,35.94811,3.39602,20.41676,-6.52661,9.22759,-9.43686,11.43116,4.02875,1762.27454,2328.11768,0.01566
13708,-172.70462,114.95718,11.66589,33.68258,9.60028,18.5076,4.38251,15.11574,-0.20446,12.59714,7.40618,1269.74084,2010.26013,0.02444
13709,-185.16086,120.58668,0.73706,46.63111,4.51857,15.51726,0.9507,14.10854,-4.96393,8.39165,3.80572,1382.46863,1937.14331,0.03068
13710,-101.57815,86.3248,-9.79581,33.58734,-8.83996,12.43588,-9.79988,7.97558,-5.20812,11.24228,6.77363,2236.83862,2294.1748,0.0259
13711,-196.79588,108.27804,-7.4431,28.33522,0.76408,18.48392,-0.42615,13.7112,-3.87118,12.82049,3.80113,1539.65881,2030.68628,0.02384
13712,-200.0121,145.80252,-25.61684,48.08592,20.79481,28.07014,0.20597,-3.67654,4.53565,-2.92607,4.33333,1057.08789,1308.80566,0.02258
13713,-165.19255,138.86336,-13.95971,53.36882,8.19047,33.96855,-5.01149,-0.72342,1.62907,-6.81684,5.77821,1148.43701,1494.32007,0.03057
13714,-139.62363,157.21341,-22.04685,30.10024,6.04168,19.90019,-2.66077,-1.84214,-7.34934,-1.76604,6.51487,1080.20422,1401.17017,0.01491
13715,-188.74117,154.76527,-17.41631,48.72872,17.95074,30.3245,-2.24669,-1.14777,6.12416,-8.9723,4.79275,932.47809,1269.84998,0.01994
13716,-183.71527,159.89297,-30.19258,31.2216,17.00574,26.3773,-4.68633,2.9092,8.25289,1.66998,3.9343,1027.24841,1276.94482,0.02723
13717,-125.744,140.40443,-23.85106,27.26528,16.62069,28.93552,0.26191,5.37228,0.54851,6.26056,5.78609,1337.78772,1705.76111,0.02109
13718,-276.77142,158.83688,-4.33277,4.03209,7.06626,7.65097,0.14412,-7.15613,2.3246,3.35093,3.00279,1022.16162,1562.12195,0.01228
13725,-75.26559,90.16239,-7.93304,36.60432,-4.33222,24.71264,-13.18169,13.99572,-3.86424,12.94853,6.36742,2282.11938,2285.56006,0.01965
13726,-213.39354,139.6777,-11.64274,33.85786,-0.80252,32.51905,-15.93662,12.07879,-4.17003,10.75992,3.32153,1326.83362,1693.84338,0.02641
13727,-243.72882,127.01208,10.95801,32.20664,6.83042,24.49768,-4.59242,9.09725,-2.95619,2.8973,2.53557,1267.37329,1544.49512,0.02076
13728,-216.25557,138.75328,-19.89551,34.37285,1.47493,33.30361,-6.61351,8.98229,-2.59824,5.12962,3.151,1333.87659,1515.47607,0.0161
13729,-176.46698,126.98617,-33.07458,57.95667,-13.8877,29.21026,-6.11179,8.80868,8.31857,4.20364,3.29208,1531.63855,1639.12219,0.01872
13730,-193.44678,138.21117,-8.1143,37.33837,-5.52915,28.95081,-7.21807,10.37845,-4.96788,8.01948,2.94999,1381.89392,1687.00854,0.01634
